city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count
LAWRENCE,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Black or African-American,5777
QUINCY,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,Black or African-American,3917
CITRUS HEIGHTS,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Asian,3615
BRIDGEPORT,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,White,68007
AKRON,Ohio,38.1,96886.0,100667.0,197553,12878.0,10024.0,2.24,OH,Hispanic or Latino,3684
ELK GROVE,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,White,86909
AUGUSTA-RICHMOND COUNTY CONSOLIDATED GOVERNMENT,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,Black or African-American,112271
LINCOLN,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,Asian,15138
PARADISE,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Hispanic or Latino,88347
BELLINGHAM,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,Hispanic or Latino,6966
BELLINGHAM,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,Black or African-American,2325
PASCO,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Black or African-American,2265
FOLSOM,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Asian,15569
MAPLE GROVE,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Black or African-American,2951
WICHITA FALLS,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,Asian,3688
IRVING,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,American Indian and Alaska Native,2960
THORNTON,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.97,CO,Black or African-American,4569
LANSING,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,White,75688
LYNWOOD,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Hispanic or Latino,63377
ALLEN,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,Black or African-American,13140
HENDERSON,Nevada,42.5,139412.0,146246.0,285658,25045.0,35666.0,2.55,NV,Asian,24931
NORFOLK,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,Hispanic or Latino,18760
REDONDO BEACH,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,Asian,13118
KNOXVILLE,Tennessee,33.1,89978.0,95334.0,185312,10897.0,10285.0,2.21,TN,American Indian and Alaska Native,2304
FRISCO,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,Asian,30341
GRAND RAPIDS,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,White,143702
HIALEAH,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,Asian,1149
CLIFTON,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,White,51516
SAN ANGELO,Texas,32.8,49669.0,50744.0,100413,8412.0,7859.0,2.5,TX,Hispanic or Latino,42494
SAINT GEORGE,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,White,71915
BAY,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,White,48797
HARLINGEN,Texas,30.1,32404.0,33365.0,65769,2761.0,10391.0,3.0,TX,Hispanic or Latino,51727
DENVER,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,Hispanic or Latino,207847
GARLAND,Texas,34.5,116406.0,120430.0,236836,10407.0,62975.0,3.12,TX,White,154484
LAYTON,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,Hispanic or Latino,10123
DAYTON,Ohio,32.8,66631.0,73966.0,140597,8465.0,7381.0,2.26,OH,Black or African-American,57280
SAN MARCOS,California,35.4,45246.0,47688.0,92934,5189.0,21558.0,3.13,CA,Hispanic or Latino,35164
INDIO,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,Asian,2866
CAMARILLO,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,Hispanic or Latino,16186
ROCHESTER,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Black or African-American,9425
FARMINGTON HILLS,Michigan,42.1,37527.0,43805.0,81332,3650.0,18033.0,2.41,MI,Black or African-American,13483
DOWNEY,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,White,77220
RANCHO CUCAMONGA,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,White,111832
COLUMBIA,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,Black or African-American,56398
SUNRISE MANOR,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,Asian,16165
EVERETT,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Asian,9807
FEDERAL WAY,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,Asian,16026
JACKSONVILLE,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,American Indian and Alaska Native,8177
WATERLOO,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,Black or African-American,11815
TUSCALOOSA,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,White,52603
BALDWIN PARK,California,35.8,38747.0,38309.0,77056,780.0,34322.0,4.13,CA,Asian,15505
BALDWIN PARK,California,35.8,38747.0,38309.0,77056,780.0,34322.0,4.13,CA,American Indian and Alaska Native,316
ELK GROVE,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,Hispanic or Latino,28781
OAKLAND,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,White,171599
LINCOLN,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,Hispanic or Latino,20296
MIAMI,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,White,338232
HIGH POINT,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,Hispanic or Latino,11446
BROKEN ARROW,Oklahoma,36.8,52136.0,55459.0,107595,6797.0,6845.0,2.77,OK,Black or African-American,7198
GREEN BAY,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,Asian,5652
MILPITAS,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,American Indian and Alaska Native,599
UNION CITY,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,American Indian and Alaska Native,243
LAKELAND,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,Hispanic or Latino,16501
FORT LAUDERDALE,Florida,42.8,93948.0,84639.0,178587,8897.0,47582.0,2.38,FL,American Indian and Alaska Native,1366
EAU CLAIRE,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,Asian,4202
RANCHO CORDOVA,California,33.8,34844.0,36182.0,71026,4590.0,17020.0,2.86,CA,Black or African-American,9307
PATERSON,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Hispanic or Latino,85555
LAKEWOOD,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,American Indian and Alaska Native,2597
ENTERPRISE,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,White,85505
MACON,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,American Indian and Alaska Native,682
POMPANO BEACH,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,Hispanic or Latino,23225
LEAGUE CITY,Texas,35.9,49354.0,48996.0,98350,6484.0,8361.0,2.72,TX,Black or African-American,4166
LOS ANGELES,California,35.0,1958998.0,2012898.0,3971896,85417.0,1485425.0,2.86,CA,Hispanic or Latino,1936732
NAPA,California,37.2,39828.0,40601.0,80429,4678.0,18449.0,2.84,CA,Hispanic or Latino,33229
LEHIGH ACRES,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,White,86328
LARGO,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,American Indian and Alaska Native,881
FULLERTON,California,34.5,69549.0,71300.0,140849,5394.0,43404.0,2.97,CA,Hispanic or Latino,53459
LAKE FOREST,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,Hispanic or Latino,17410
SOUTHFIELD,Michigan,41.6,31369.0,41808.0,73177,4035.0,4011.0,2.27,MI,Black or African-American,54200
RENTON,Washington,36.3,52779.0,47468.0,100247,5032.0,28962.0,2.57,WA,Black or African-American,12265
DULUTH,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,Black or African-American,3891
LAGUNA NIGUEL,California,45.8,30193.0,35619.0,65812,2648.0,12571.0,2.58,CA,Asian,8499
PINE HILLS,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,White,10029
ELLICOTT CITY,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,White,43537
KENNEWICK,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,Hispanic or Latino,19395
OXNARD,California,31.0,101906.0,105346.0,207252,6367.0,78678.0,4.08,CA,Hispanic or Latino,154911
BOSSIER CITY,Louisiana,32.7,33428.0,34669.0,68097,8108.0,2980.0,2.4,LA,Black or African-American,19520
WAUKEGAN,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,Black or African-American,11697
EUGENE,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,American Indian and Alaska Native,5035
BK,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,Hispanic or Latino,22089
MESA,Arizona,36.9,234998.0,236835.0,471833,31808.0,57492.0,2.68,AZ,Asian,14608
SAINT CLOUD,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,Hispanic or Latino,2639
YONKERS,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,American Indian and Alaska Native,1112
BETHLEHEM,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,Black or African-American,7821
LAKEWOOD,California,39.9,41523.0,40069.0,81592,4094.0,18274.0,3.13,CA,White,43766
SAN RAMON,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Asian,38970
SIMI VALLEY,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Black or African-American,2378
RENO,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,Asian,20681
JONESBORO,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Asian,1282
MORENO VALLEY,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,American Indian and Alaska Native,1843
HAWTHORNE,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,White,23665
DELRAY BEACH,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,White,40980
BELLEVUE,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,Black or African-American,4151
CICERO,Illinois,28.5,43153.0,40714.0,83867,629.0,33801.0,3.89,IL,Hispanic or Latino,76425
SIOUX FALLS,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,American Indian and Alaska Native,4623
CORPUS CHRISTI,Texas,35.0,160488.0,163594.0,324082,25078.0,30834.0,2.69,TX,Asian,9051
MERCED,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,White,42475
MERCED,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,Black or African-American,6464
LANSING,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Black or African-American,34196
SPRINGFIELD,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,American Indian and Alaska Native,2777
SPOKANE VALLEY,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,White,91125
GARY,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,American Indian and Alaska Native,551
REDONDO BEACH,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,White,53811
MISSION,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,Hispanic or Latino,73367
OKLAHOMA CITY,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,American Indian and Alaska Native,41696
PALM COAST,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Black or African-American,10786
ORLANDO,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,Asian,11124
NAPERVILLE,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Black or African-American,9031
NAPERVILLE,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Asian,31221
JACKSON,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,American Indian and Alaska Native,323
PARMA,Ohio,40.8,38425.0,41518.0,79943,5028.0,6909.0,2.42,OH,White,76282
ROANOKE,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Black or African-American,30920
GOODYEAR,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,White,63493
GOODYEAR,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,American Indian and Alaska Native,1301
LOWELL,Massachusetts,33.4,54422.0,56298.0,110720,3764.0,33414.0,2.8,MA,Asian,28944
PLYMOUTH,Minnesota,38.4,39035.0,36893.0,75928,4158.0,8830.0,2.46,MN,Hispanic or Latino,3274
LAS VEGAS,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,Black or African-American,84987
WARNER ROBINS,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Asian,2723
YAKIMA,Washington,34.0,45147.0,48553.0,93700,4705.0,15717.0,2.74,WA,White,79286
DAYTON,Ohio,32.8,66631.0,73966.0,140597,8465.0,7381.0,2.26,OH,White,86016
FORT WORTH,Texas,32.6,414126.0,422843.0,836969,39182.0,143404.0,2.88,TX,Black or African-American,167449
CAMBRIDGE,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,American Indian and Alaska Native,906
BEND,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,Black or African-American,465
RANCHO CUCAMONGA,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,Asian,24519
BRIDGEPORT,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Asian,8546
GAINESVILLE,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Asian,11963
OAKLAND,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,Asian,75446
CARMICHAEL,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,Hispanic or Latino,9291
DALE CITY,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,American Indian and Alaska Native,548
LONGVIEW,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,American Indian and Alaska Native,253
UPLAND,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,White,46704
RANCHO CORDOVA,California,33.8,34844.0,36182.0,71026,4590.0,17020.0,2.86,CA,American Indian and Alaska Native,1940
COSTA MESA,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,American Indian and Alaska Native,1961
LAKEWOOD,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,White,139669
SAVANNAH,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,Asian,5366
LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT,Kentucky,37.5,298451.0,316938.0,615389,39364.0,37875.0,2.45,KY,American Indian and Alaska Native,4585
SACRAMENTO,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Black or African-American,77439
SACRAMENTO,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Asian,105063
SAINT PETERSBURG,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Hispanic or Latino,20483
POMPANO BEACH,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,White,67360
DETROIT,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,Hispanic or Latino,53980
ALBANY,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Asian,8090
SUNRISE,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Hispanic or Latino,29163
JACKSON,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,Hispanic or Latino,3383
ROCKVILLE,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,White,41692
HOUSTON,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Hispanic or Latino,1028148
KILLEEN,Texas,29.2,69442.0,71367.0,140809,24281.0,15769.0,2.72,TX,Hispanic or Latino,32600
VANCOUVER,Washington,37.2,82958.0,89895.0,172853,12391.0,21748.0,2.49,WA,American Indian and Alaska Native,4541
CASAS ADOBES,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,Hispanic or Latino,13609
PAWTUCKET,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,Asian,2150
CARROLLTON,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,White,102948
CARROLLTON,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,Asian,18456
BAKERSFIELD,California,30.6,182154.0,191473.0,373627,12284.0,71575.0,3.23,CA,White,272853
IRVINE,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,Asian,126499
LAGUNA NIGUEL,California,45.8,30193.0,35619.0,65812,2648.0,12571.0,2.58,CA,White,55919
ELLICOTT CITY,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,Black or African-American,6089
CLARKSVILLE,Tennessee,29.7,75029.0,74161.0,149190,20803.0,8211.0,2.64,TN,Hispanic or Latino,16004
TEMPE,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,Hispanic or Latino,44404
CLOVIS,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,Hispanic or Latino,23744
KANSAS CITY,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,White,96113
GILBERT,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,Asian,19740
BOSTON,Massachusetts,31.8,322149.0,347320.0,669469,18350.0,190123.0,2.38,MA,American Indian and Alaska Native,5580
NEW YORK,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,Hispanic or Latino,2485125
NEW YORK,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,Black or African-American,2192248
FARGO,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,Black or African-American,6477
WEST VALLEY CITY,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,Black or African-American,3222
SIMI VALLEY,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,White,107898
SIMI VALLEY,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Asian,14984
WILMINGTON,Delaware,36.4,32680.0,39277.0,71957,3063.0,3336.0,2.45,DE,White,23743
RIVERVIEW,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,Black or African-American,15159
RENO,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,White,197335
MIDLAND,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Hispanic or Latino,58677
ROSWELL,Georgia,38.8,48637.0,45859.0,94496,3325.0,16501.0,2.7,GA,Hispanic or Latino,16920
SAINT LOUIS,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,Black or African-American,151030
STERLING HEIGHTS,Michigan,39.6,64985.0,67077.0,132062,6970.0,34313.0,2.66,MI,Hispanic or Latino,2811
PORTSMOUTH,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Asian,1785
MOBILE,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Hispanic or Latino,5229
MOBILE,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Black or African-American,96397
RALEIGH,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,American Indian and Alaska Native,3955
KANSAS CITY,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Asian,17061
IRVING,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,Black or African-American,30356
LANSING,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Asian,4168
ELGIN,Illinois,35.7,54852.0,56224.0,111076,4024.0,30167.0,2.97,IL,White,76126
ALLEN,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,Hispanic or Latino,10615
SHREVEPORT,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,Black or African-American,112923
ROCK HILL,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,American Indian and Alaska Native,610
KENDALL,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,Asian,3650
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,Black or African-American,34583
OKLAHOMA CITY,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,Asian,33759
GRAND RAPIDS,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Hispanic or Latino,31282
BUFFALO,New York,33.1,124537.0,133529.0,258066,11231.0,24630.0,2.27,NY,American Indian and Alaska Native,4406
LIVONIA,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,Black or African-American,4633
SAN LEANDRO,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,Black or African-American,11100
OCEANSIDE,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.72,CA,White,137533
FRESNO,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,Hispanic or Latino,256145
GLENDALE,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,American Indian and Alaska Native,4064
ROANOKE,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Hispanic or Latino,6091
SPRINGDALE,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,White,56843
JOLIET,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,Asian,2813
LAYTON,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,White,65333
MENIFEE,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,White,62331
POMONA,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,White,94296
ANAHEIM,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,Asian,53270
PORTLAND,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,White,524258
PORTLAND,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,Asian,3696
CAMARILLO,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,Black or African-American,1219
MURRIETA,California,35.3,49363.0,60453.0,109816,7242.0,19875.0,3.3,CA,American Indian and Alaska Native,2327
FREMONT,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,Asian,141953
LANSING,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Hispanic or Latino,14245
AMARILLO,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Black or African-American,14050
PHARR,Texas,26.9,35242.0,41293.0,76535,1376.0,25532.0,3.67,TX,Hispanic or Latino,72995
KENOSHA,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,White,84780
WHITTIER,California,36.1,44397.0,43039.0,87436,2790.0,17145.0,3.11,CA,White,49388
SPOKANE VALLEY,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,Black or African-American,1192
SYRACUSE,New York,30.3,69462.0,74690.0,144152,5845.0,17733.0,2.39,NY,Hispanic or Latino,13368
SAN BUENAVENTURA,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,White,95139
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,Asian,6635
WESTLAND,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Asian,4843
SAN LEANDRO,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,Asian,34019
OCEANSIDE,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.72,CA,Black or African-American,11907
VALLEJO,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,Black or African-American,26778
ALBANY,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,Hispanic or Latino,1783
HIALEAH,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,Black or African-American,5687
BAY,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,Black or African-American,16782
SCRANTON,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,White,66875
BOISE,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,Asian,9806
JOHNSON CITY,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,Black or African-American,6016
BELLFLOWER,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,White,23336
